"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"04/04/2016","CARVEDILOLANDA  #077316","SUPPL-14","CARVEDILOL","MYLAN","Labeling","Approval"
"04/04/2016","CARVEDILOLANDA  #078332","SUPPL-21","CARVEDILOL","AUROBINDO PHARMA","Labeling","Approval"
"04/04/2016","OXACILLIN SODIUMANDA  #091246","SUPPL-1","OXACILLIN SODIUM","SAGENT PHARMS","Labeling","Approval"
"04/04/2016","PANTOPRAZOLE SODIUMANDA  #202038","SUPPL-9","PANTOPRAZOLE SODIUM","AUROBINDO PHARMA LTD","Manufacturing (CMC)","Approval"
"04/04/2016","CAPECITABINEANDA  #202593","SUPPL-1","CAPECITABINE","ACCORD HLTHCARE","Manufacturing (CMC)","Approval"
"04/04/2016","BOSULIFNDA   #203341","SUPPL-5","BOSUTINIB MONOHYDRATE","PF PRISM CV","Labeling","Approval"
"04/04/2016","ACIPHEX SPRINKLENDA   #204736","SUPPL-3","RABEPRAZOLE SODIUM","AYTU","Labeling","Approval"
"04/04/2016","VARUBINDA   #206500","SUPPL-1","ROLAPITANT HYDROCHLORIDE","TERSERA","Manufacturing (CMC)","Approval"
"04/04/2016","POLYMYXIN B SULFATEANDA  #206589","ORIG-1","POLYMYXIN B SULFATE","EUGIA PHARMA","","Approval"
"04/04/2016","DESCOVYNDA   #208215","ORIG-1","EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE","GILEAD SCIENCES INC","Type 4 - New Combination","Approval"
"04/05/2016","HUMULIN NBLA   #018781","SUPPL-163","INSULIN SUSP ISOPHANE RECOMBINANT HUMAN","LILLY","","Approval"
"04/05/2016","HEPARIN SODIUM 1,000 UNITS IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINERNDA   #018916","SUPPL-66","HEPARIN SODIUM","HOSPIRA","Labeling","Approval"
"04/05/2016","HEPARIN SODIUM 1,000 UNITS IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINERNDA   #018916","SUPPL-69","HEPARIN SODIUM","HOSPIRA","Labeling","Approval"
"04/05/2016","HEPARIN SODIUM 10,000 UNITS IN SODIUM CHLORIDE 0.45%NDA   #018916","SUPPL-66","HEPARIN SODIUM","HOSPIRA","Labeling","Approval"
"04/05/2016","HEPARIN SODIUM 10,000 UNITS IN SODIUM CHLORIDE 0.45%NDA   #018916","SUPPL-69","HEPARIN SODIUM","HOSPIRA","Labeling","Approval"
"04/05/2016","HEPARIN SODIUM 10,000 UNITS IN SODIUM CHLORIDE 0.9%NDA   #018916","SUPPL-66","HEPARIN SODIUM","HOSPIRA","Labeling","Approval"
"04/05/2016","HEPARIN SODIUM 10,000 UNITS IN SODIUM CHLORIDE 0.9%NDA   #018916","SUPPL-69","HEPARIN SODIUM","HOSPIRA","Labeling","Approval"
"04/05/2016","HEPARIN SODIUM 12,500 UNITS IN SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINERNDA   #018916","SUPPL-66","HEPARIN SODIUM","HOSPIRA","Labeling","Approval"
"04/05/2016","HEPARIN SODIUM 12,500 UNITS IN SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINERNDA   #018916","SUPPL-69","HEPARIN SODIUM","HOSPIRA","Labeling","Approval"
"04/05/2016","HEPARIN SODIUM 12,500 UNITS IN SODIUM CHLORIDE 0.9%NDA   #018916","SUPPL-66","HEPARIN SODIUM","HOSPIRA","Labeling","Approval"
"04/05/2016","HEPARIN SODIUM 12,500 UNITS IN SODIUM CHLORIDE 0.9%NDA   #018916","SUPPL-69","HEPARIN SODIUM","HOSPIRA","Labeling","Approval"
"04/05/2016","HEPARIN SODIUM 2,000 UNITS IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINERNDA   #018916","SUPPL-66","HEPARIN SODIUM","HOSPIRA","Labeling","Approval"
"04/05/2016","HEPARIN SODIUM 2,000 UNITS IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINERNDA   #018916","SUPPL-69","HEPARIN SODIUM","HOSPIRA","Labeling","Approval"
"04/05/2016","HEPARIN SODIUM 25,000 UNITS IN SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINERNDA   #018916","SUPPL-66","HEPARIN SODIUM","HOSPIRA","Labeling","Approval"
"04/05/2016","HEPARIN SODIUM 25,000 UNITS IN SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINERNDA   #018916","SUPPL-69","HEPARIN SODIUM","HOSPIRA","Labeling","Approval"
"04/05/2016","HEPARIN SODIUM 25,000 UNITS IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINERNDA   #018916","SUPPL-66","HEPARIN SODIUM","HOSPIRA","Labeling","Approval"
"04/05/2016","HEPARIN SODIUM 25,000 UNITS IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINERNDA   #018916","SUPPL-69","HEPARIN SODIUM","HOSPIRA","Labeling","Approval"
"04/05/2016","HEPARIN SODIUM 5,000 UNITS IN SODIUM CHLORIDE 0.45%NDA   #018916","SUPPL-66","HEPARIN SODIUM","HOSPIRA","Labeling","Approval"
"04/05/2016","HEPARIN SODIUM 5,000 UNITS IN SODIUM CHLORIDE 0.45%NDA   #018916","SUPPL-69","HEPARIN SODIUM","HOSPIRA","Labeling","Approval"
"04/05/2016","HEPARIN SODIUM 5,000 UNITS IN SODIUM CHLORIDE 0.9%NDA   #018916","SUPPL-66","HEPARIN SODIUM","HOSPIRA","Labeling","Approval"
"04/05/2016","HEPARIN SODIUM 5,000 UNITS IN SODIUM CHLORIDE 0.9%NDA   #018916","SUPPL-69","HEPARIN SODIUM","HOSPIRA","Labeling","Approval"
"04/05/2016","IMODIUM A-DNDA   #019487","SUPPL-28","LOPERAMIDE HYDROCHLORIDE","J AND J CONSUMER INC","Labeling","Approval"
"04/05/2016","INOMAXNDA   #020845","SUPPL-18","NITRIC OXIDE","MALLINCKRODT HOSP","Labeling","Approval"
"04/05/2016","CHILDREN'S CLARITINNDA   #021891","SUPPL-21","LORATADINE","BAYER HEALTHCARE LLC","Labeling","Approval"
"04/05/2016","CLARITINNDA   #021891","SUPPL-21","LORATADINE","BAYER HEALTHCARE LLC","Labeling","Approval"
"04/05/2016","NESINANDA   #022271","SUPPL-5","ALOGLIPTIN BENZOATE","TAKEDA PHARMS USA","Efficacy","Approval"
"04/05/2016","ONGLYZANDA   #022350","SUPPL-14","SAXAGLIPTIN HYDROCHLORIDE","ASTRAZENECA AB","Efficacy","Approval"
"04/05/2016","OSENINDA   #022426","SUPPL-3","ALOGLIPTIN BENZOATE; PIOGLITAZONE HYDROCHLORIDE","TAKEDA PHARMS USA","Efficacy","Approval"
"04/05/2016","EXPARELNDA   #022496","SUPPL-17","BUPIVACAINE","PACIRA PHARMS INC","Manufacturing (CMC)","Approval"
"04/05/2016","METFORMIN HYDROCHLORIDEANDA  #090564","SUPPL-5","METFORMIN HYDROCHLORIDE","GRANULES INDIA","Manufacturing (CMC)","Approval"
"04/05/2016","CAMPATHBLA   #103948","SUPPL-5153","ALEMTUZUMAB","GENZYME","","Approval"
"04/05/2016","LEMTRADABLA   #103948","SUPPL-5153","ALEMTUZUMAB","GENZYME","","Approval"
"04/05/2016","INFLECTRABLA   #125544","ORIG-1","INFLIXIMAB-DYYB","CELLTRION INC","","Approval"
"04/05/2016","KOMBIGLYZE XRNDA   #200678","SUPPL-13","METFORMIN HYDROCHLORIDE; SAXAGLIPTIN HYDROCHLORIDE","ASTRAZENECA AB","Efficacy","Approval"
"04/05/2016","KAZANONDA   #203414","SUPPL-3","ALOGLIPTIN BENZOATE; METFORMIN HYDROCHLORIDE","TAKEDA PHARMS USA","Efficacy","Approval"
"04/05/2016","LONSURFNDA   #207981","SUPPL-3","TIPIRACIL HYDROCHLORIDE; TRIFLURIDINE","TAIHO ONCOLOGY","Manufacturing (CMC)","Approval"
"04/06/2016","LOPIDNDA   #018422","SUPPL-55","GEMFIBROZIL","PFIZER PHARMS","Labeling","Approval"
"04/06/2016","ZONEGRANNDA   #020789","SUPPL-34","ZONISAMIDE","CONCORDIA","Labeling","Approval"
"04/06/2016","KEPPRANDA   #021872","SUPPL-21","LEVETIRACETAM","UCB INC","Labeling","Approval"
"04/06/2016","KEPPRA XRNDA   #022285","SUPPL-22","LEVETIRACETAM","UCB INC","Labeling","Approval"
"04/06/2016","LINZESSNDA   #202811","SUPPL-7","LINACLOTIDE","ALLERGAN","Labeling","Approval"
"04/06/2016","ORKAMBINDA   #206038","SUPPL-3","IVACAFTOR; LUMACAFTOR","VERTEX PHARMS INC","Manufacturing (CMC)","Approval"
"04/07/2016","VALSTAR PRESERVATIVE FREENDA   #020892","SUPPL-19","VALRUBICIN","ENDO PHARM","Labeling","Approval"
"04/07/2016","LOPROXNDA   #021159","SUPPL-22","CICLOPIROX","BAUSCH","Manufacturing (CMC)","Approval"
"04/07/2016","STARLIXNDA   #021204","SUPPL-19","NATEGLINIDE","NOVARTIS","Manufacturing (CMC)","Approval"
"04/07/2016","XANAX XRNDA   #021434","SUPPL-15","ALPRAZOLAM","UPJOHN","Manufacturing (CMC)","Approval"
"04/07/2016","ENDOMETRINNDA   #022057","SUPPL-8","PROGESTERONE","FERRING","Manufacturing (CMC)","Approval"
"04/07/2016","NICARDIPINE HYDROCHLORIDENDA   #022276","SUPPL-8","NICARDIPINE HYDROCHLORIDE","EXELA PHARMA SCIENCE","Manufacturing (CMC)","Approval"
"04/07/2016","NICARDIPINE HYDROCHLORIDE IN 0.9% SODIUM CHLORIDENDA   #022276","SUPPL-8","NICARDIPINE HYDROCHLORIDE","EXELA PHARMA SCIENCE","Manufacturing (CMC)","Approval"
"04/07/2016","AFREZZABLA   #022472","SUPPL-10","INSULIN RECOMBINANT HUMAN","MANNKIND","","Approval"
"04/07/2016","LISINOPRILANDA  #077622","SUPPL-22","LISINOPRIL","AUROBINDO","Labeling","Approval"
"04/07/2016","LEVETIRACETAMANDA  #091557","SUPPL-7","LEVETIRACETAM","ACTAVIS ELIZABETH","Labeling","Approval"
"04/07/2016","LEVETIRACETAMANDA  #091557","SUPPL-8","LEVETIRACETAM","ACTAVIS ELIZABETH","Labeling","Approval"
"04/07/2016","GEMCITABINE HYDROCHLORIDENDA   #200795","SUPPL-6","GEMCITABINE HYDROCHLORIDE","HOSPIRA INC","Manufacturing (CMC)","Approval"
"04/07/2016","VIZAMYLNDA   #203137","SUPPL-5","FLUTEMETAMOL F-18","GE HEALTHCARE","Labeling","Approval"
"04/07/2016","ESMOLOL HYDROCHLORIDE DOUBLE STRENGTH IN PLASTIC CONTAINERNDA   #205703","ORIG-1","ESMOLOL HYDROCHLORIDE","HQ SPCLT PHARMA","Type 5 - New Formulation or New Manufacturer","Approval"
"04/07/2016","ESMOLOL HYDROCHLORIDE IN PLASTIC CONTAINERNDA   #205703","ORIG-1","ESMOLOL HYDROCHLORIDE","HQ SPCLT PHARMA","Type 5 - New Formulation or New Manufacturer","Approval"
"04/08/2016","VERAPAMIL HYDROCHLORIDENDA   #018925","SUPPL-9","VERAPAMIL HYDROCHLORIDE","EXELA PHARMA","Manufacturing (CMC)","Approval"
"04/08/2016","CERETECNDA   #019829","SUPPL-28","TECHNETIUM TC-99M EXAMETAZIME KIT","GE HEALTHCARE","Manufacturing (CMC)","Approval"
"04/08/2016","RILUTEKNDA   #020599","SUPPL-17","RILUZOLE","COVIS","Labeling","Approval"
"04/08/2016","ORAPRED ODTNDA   #021959","SUPPL-8","PREDNISOLONE SODIUM PHOSPHATE","CONCORDIA PHARMS INC","Manufacturing (CMC)","Approval"
"04/08/2016","ADDYINDA   #022526","SUPPL-2","FLIBANSERIN","SPROUT PHARMS","REMS","Approval"
"04/08/2016","AMPICILLIN AND SULBACTAMANDA  #065316","SUPPL-8","AMPICILLIN SODIUM; SULBACTAM SODIUM","PHARM ASSOC","Labeling","Approval"
"04/08/2016","AMPICILLIN AND SULBACTAMANDA  #065316","SUPPL-9","AMPICILLIN SODIUM; SULBACTAM SODIUM","PHARM ASSOC","Labeling","Approval"
"04/08/2016","ACYCLOVIRANDA  #075090","SUPPL-11","ACYCLOVIR","KENTON","Labeling","Approval"
"04/08/2016","ESMOLOL HYDROCHLORIDEANDA  #076573","SUPPL-5","ESMOLOL HYDROCHLORIDE","FRESENIUS KABI USA","Labeling","Approval"
"04/08/2016","ALENDRONATE SODIUMANDA  #076584","SUPPL-15","ALENDRONATE SODIUM","MYLAN","Labeling","Approval"
"04/08/2016","ALENDRONATE SODIUMANDA  #090022","SUPPL-12","ALENDRONATE SODIUM","SUN PHARM","Labeling","Approval"
"04/08/2016","ALENDRONATE SODIUMANDA  #090124","SUPPL-14","ALENDRONATE SODIUM","AUROBINDO PHARMA","Labeling","Approval"
"04/08/2016","ADENOSINEANDA  #090212","SUPPL-5","ADENOSINE","MYLAN ASI","Labeling","Approval"
"04/08/2016","NICOTINE POLACRILEXANDA  #091354","SUPPL-8","NICOTINE POLACRILEX","PERRIGO R AND D","Labeling","Approval"
"04/08/2016","VALCHLORNDA   #202317","SUPPL-5","MECHLORETHAMINE HYDROCHLORIDE","HELSINN","Manufacturing (CMC)","Approval"
"04/08/2016","SKYLANDA   #203159","SUPPL-5","LEVONORGESTREL","BAYER HLTHCARE","Labeling","Approval"
"04/08/2016","PROVAYBLUENDA   #204630","ORIG-1","METHYLENE BLUE","PROVEPHARM SAS","Type 5 - New Formulation or New Manufacturer","Approval"
"04/08/2016","BUDESONIDEANDA  #206623","ORIG-1","BUDESONIDE","MAYNE PHARMA","","Approval"
"04/08/2016","BROMSITENDA   #206911","ORIG-1","BROMFENAC SODIUM","SUN PHARMA GLOBAL","Type 5 - New Formulation or New Manufacturer","Approval"
"04/08/2016","RALOXIFENE HYDROCHLORIDEANDA  #208206","ORIG-1","RALOXIFENE HYDROCHLORIDE","AMNEAL PHARMS","","Approval"
"04/11/2016","ALDACTONENDA   #012151","SUPPL-74","SPIRONOLACTONE","PFIZER","Manufacturing (CMC)","Approval"
"04/11/2016","EXIDINENDA   #019422","SUPPL-46","CHLORHEXIDINE GLUCONATE","XTTRIUM","Manufacturing (CMC)","Approval"
"04/11/2016","PRECEDEXNDA   #021038","SUPPL-27","DEXMEDETOMIDINE HYDROCHLORIDE","HOSPIRA","Labeling","Approval"
"04/11/2016","ARIXTRANDA   #021345","SUPPL-33","FONDAPARINUX SODIUM","MYLAN IRELAND LTD","Manufacturing (CMC)","Approval"
"04/11/2016","PREZISTANDA   #021976","SUPPL-42","DARUNAVIR","JANSSEN PRODS","Manufacturing (CMC)","Approval"
"04/11/2016","NOXAFILNDA   #022003","SUPPL-19","POSACONAZOLE","SCHERING","Manufacturing (CMC)","Approval"
"04/11/2016","DUREZOLNDA   #022212","SUPPL-15","DIFLUPREDNATE","NOVARTIS","Manufacturing (CMC)","Approval"
"04/11/2016","OXACILLIN SODIUMANDA  #061490","SUPPL-32","OXACILLIN SODIUM","SANDOZ","Labeling","Approval"
"04/11/2016","OXACILLIN SODIUMANDA  #061490","SUPPL-37","OXACILLIN SODIUM","SANDOZ","Manufacturing (CMC)","Approval"
"04/11/2016","OXACILLIN SODIUMANDA  #061490","SUPPL-39","OXACILLIN SODIUM","SANDOZ","Labeling","Approval"
"04/11/2016","KRYSTEXXABLA   #125293","SUPPL-86","PEGLOTICASE","HORIZON PHARMA","","Approval"
"04/11/2016","KABIVEN IN PLASTIC CONTAINERNDA   #200656","SUPPL-2","AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM SULFATE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM GLYCEROPHOSPHATE; SOYBEAN OIL","FRESENIUS KABI USA","Manufacturing (CMC)","Approval"
"04/11/2016","PERIKABIVEN IN PLASTIC CONTAINERNDA   #200656","SUPPL-2","AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM SULFATE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM GLYCEROPHOSPHATE; SOYBEAN OIL","FRESENIUS KABI USA","Manufacturing (CMC)","Approval"
"04/11/2016","FLUDEOXYGLUCOSE F18ANDA  #203942","ORIG-1","FLUDEOXYGLUCOSE F-18","KREITCHMAN PET CTR","","Approval"
"04/11/2016","ROPIVACAINE HYDROCHLORIDEANDA  #203955","ORIG-1","ROPIVACAINE HYDROCHLORIDE","AKORN","","Approval"
"04/11/2016","GEMCITABINE HYDROCHLORIDEANDA  #204549","ORIG-1","GEMCITABINE HYDROCHLORIDE","ACTAVIS INC","","Approval"
"04/11/2016","HETLIOZNDA   #205677","SUPPL-2","TASIMELTEON","VANDA PHARMS INC","Manufacturing (CMC)","Approval"
"04/11/2016","VENCLEXTANDA   #208573","ORIG-1","VENETOCLAX","ABBVIE INC","Type 1 - New Molecular Entity","Approval"
"04/12/2016","PHOSLONDA   #021160","SUPPL-29","CALCIUM ACETATE","FRESENIUS MEDCL","Manufacturing (CMC)","Approval"
"04/12/2016","PHOSLO GELCAPSNDA   #021160","SUPPL-29","CALCIUM ACETATE","FRESENIUS MEDCL","Manufacturing (CMC)","Approval"
"04/12/2016","CANCIDASNDA   #021227","SUPPL-34","CASPOFUNGIN ACETATE","MERCK","Labeling","Approval"
"04/12/2016","CANCIDASNDA   #021227","SUPPL-35","CASPOFUNGIN ACETATE","MERCK","Labeling","Approval"
"04/12/2016","WARFARIN SODIUMANDA  #040663","SUPPL-11","WARFARIN SODIUM","ZYDUS PHARMS USA","Labeling","Approval"
"04/12/2016","CEFUROXIME SODIUMANDA  #064125","SUPPL-9","CEFUROXIME SODIUM","ACS DOBFAR SPA","Labeling","Approval"
"04/12/2016","CEFUROXIMEANDA  #065048","SUPPL-14","CEFUROXIME","HIKMA FARMACEUTICA","Labeling","Approval"
"04/12/2016","CEFUROXIME SODIUMANDA  #065048","SUPPL-14","CEFUROXIME SODIUM","HIKMA FARMACEUTICA","Labeling","Approval"
"04/12/2016","CEFUROXIME SODIUMANDA  #065483","SUPPL-2","CEFUROXIME SODIUM","HOSPIRA INC","Labeling","Approval"
"04/12/2016","NIFEDIPINEANDA  #072556","SUPPL-37","NIFEDIPINE","ACTAVIS ELIZABETH","Labeling","Approval"
"04/12/2016","NIFEDIPINEANDA  #072579","SUPPL-36","NIFEDIPINE","ACTAVIS ELIZABETH","Labeling","Approval"
"04/12/2016","ENALAPRIL MALEATEANDA  #075178","SUPPL-13","ENALAPRIL MALEATE","NOSTRUM LABS INC","Labeling","Approval"
"04/12/2016","ENALAPRIL MALEATEANDA  #075556","SUPPL-5","ENALAPRIL MALEATE","SUN PHARM INDS LTD","Labeling","Approval"
"04/12/2016","ENALAPRIL MALEATEANDA  #075556","SUPPL-6","ENALAPRIL MALEATE","SUN PHARM INDS LTD","Labeling","Approval"
"04/12/2016","MORPHINE SULFATEANDA  #200411","ORIG-1","MORPHINE SULFATE","IMPAX LABS INC","","Approval"
"04/12/2016","KABIVEN IN PLASTIC CONTAINERNDA   #200656","SUPPL-1","AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM SULFATE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM GLYCEROPHOSPHATE; SOYBEAN OIL","FRESENIUS KABI USA","Labeling","Approval"
"04/12/2016","PERIKABIVEN IN PLASTIC CONTAINERNDA   #200656","SUPPL-1","AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM SULFATE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM GLYCEROPHOSPHATE; SOYBEAN OIL","FRESENIUS KABI USA","Labeling","Approval"
"04/12/2016","HYDROCODONE BITARTRATE AND ACETAMINOPHENANDA  #202991","ORIG-1","ACETAMINOPHEN; HYDROCODONE BITARTRATE","RHODES PHARMS","","Approval"
"04/12/2016","DONEPEZIL HYDROCHLORIDEANDA  #203419","ORIG-1","DONEPEZIL HYDROCHLORIDE","INDICUS PHARMA","","Approval"
"04/12/2016","AKYNZEONDA   #205718","SUPPL-6","NETUPITANT; PALONOSETRON HYDROCHLORIDE","HELSINN HLTHCARE","Manufacturing (CMC)","Approval"
"04/12/2016","MEROPENEMANDA  #205883","ORIG-1","MEROPENEM","AMNEAL PHARMS","","Approval"
"04/12/2016","TEMOZOLOMIDEANDA  #206413","ORIG-1","TEMOZOLOMIDE","CHARTWELL","","Approval"
"04/12/2016","OXYCODONE HYDROCHLORIDEANDA  #207119","ORIG-1","OXYCODONE HYDROCHLORIDE","NUVO PHARM","","Approval"
"04/13/2016","LANTUSBLA   #021081","SUPPL-65","INSULIN GLARGINE RECOMBINANT","SANOFI AVENTIS US","","Approval"
"04/13/2016","LANTUS SOLOSTARBLA   #021081","SUPPL-65","INSULIN GLARGINE RECOMBINANT","SANOFI AVENTIS US","","Approval"
"04/13/2016","SPRINTECANDA  #075804","SUPPL-26","ETHINYL ESTRADIOL; NORGESTIMATE","BARR","Labeling","Approval"
"04/13/2016","SPRINTECANDA  #075804","SUPPL-27","ETHINYL ESTRADIOL; NORGESTIMATE","BARR","Labeling","Approval"
"04/13/2016","TRI-SPRINTECANDA  #075808","SUPPL-30","ETHINYL ESTRADIOL; NORGESTIMATE","BARR","Labeling","Approval"
"04/13/2016","TRI-SPRINTECANDA  #075808","SUPPL-31","ETHINYL ESTRADIOL; NORGESTIMATE","BARR","Labeling","Approval"
"04/13/2016","MINOCYCLINE HYDROCHLORIDEANDA  #091424","SUPPL-1","MINOCYCLINE HYDROCHLORIDE","LUPIN LTD","Labeling","Approval"
"04/13/2016","SOLIRISBLA   #125166","SUPPL-414","ECULIZUMAB","ALEXION PHARM","","Approval"
"04/13/2016","RYTARYNDA   #203312","SUPPL-3","CARBIDOPA; LEVODOPA","IMPAX LABS INC","Manufacturing (CMC)","Approval"
"04/13/2016","VORICONAZOLEANDA  #205034","ORIG-1","VORICONAZOLE","AMNEAL PHARMS","","Approval"
"04/13/2016","FLURANDRENOLIDEANDA  #205342","ORIG-1","FLURANDRENOLIDE","CINTEX SVCS","","Approval"
"04/13/2016","IMBRUVICANDA   #205552","SUPPL-11","IBRUTINIB","PHARMACYCLICS INC","Manufacturing (CMC)","Approval"
"04/13/2016","DAKLINZANDA   #206843","SUPPL-4","DACLATASVIR DIHYDROCHLORIDE","BRISTOL-MYERS SQUIBB","Manufacturing (CMC)","Approval"
"04/14/2016","VIRAMUNENDA   #020636","SUPPL-47","NEVIRAPINE","BOEHRINGER INGELHEIM","Manufacturing (CMC)","Approval"
"04/14/2016","RECLASTNDA   #021817","SUPPL-22","ZOLEDRONIC ACID","NOVARTIS","Labeling","Approval"
"04/14/2016","CHILDREN'S ZYRTEC ALLERGYNDA   #022155","SUPPL-10","CETIRIZINE HYDROCHLORIDE","J AND J CONSUMER INC","Manufacturing (CMC)","Approval"
"04/14/2016","CHILDREN'S ZYRTEC HIVES RELIEFNDA   #022155","SUPPL-10","CETIRIZINE HYDROCHLORIDE","J AND J CONSUMER INC","Manufacturing (CMC)","Approval"
"04/14/2016","XERESENDA   #022436","SUPPL-6","ACYCLOVIR; HYDROCORTISONE","BAUSCH","Manufacturing (CMC)","Approval"
"04/14/2016","OXYCODONE AND ACETAMINOPHENANDA  #090177","SUPPL-4","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","MAYNE PHARMA INC","Manufacturing (CMC)","Approval"
"04/14/2016","ZYFRELANDA  #090468","ORIG-1","ACETAMINOPHEN; HYDROCODONE BITARTRATE","CYPRESS PHARM INC","","Approval"
"04/14/2016","GLYBURIDEANDA  #203581","ORIG-1","GLYBURIDE","SUNNY","","Approval"
"04/14/2016","INVOKAMETNDA   #204353","SUPPL-11","CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE","JANSSEN PHARMS","Manufacturing (CMC)","Approval"
"04/14/2016","POLYMYXIN B SULFATEANDA  #207322","ORIG-1","POLYMYXIN B SULFATE","GLAND","","Approval"
"04/15/2016","OPTISONNDA   #020899","SUPPL-17","ALBUMIN HUMAN","GE HEALTHCARE","Manufacturing (CMC)","Approval"
"04/15/2016","COMBIVENT RESPIMATNDA   #021747","SUPPL-11","ALBUTEROL SULFATE; IPRATROPIUM BROMIDE","BOEHRINGER INGELHEIM","Manufacturing (CMC)","Approval"
"04/15/2016","CLOBEXNDA   #021835","SUPPL-10","CLOBETASOL PROPIONATE","GALDERMA LABS LP","Manufacturing (CMC)","Approval"
"04/15/2016","VYVANSENDA   #021977","SUPPL-20","LISDEXAMFETAMINE DIMESYLATE","TAKEDA PHARMS USA","Manufacturing (CMC)","Approval"
"04/15/2016","SUBOXONENDA   #022410","SUPPL-24","BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE","INDIVIOR INC","Manufacturing (CMC)","Approval"
"04/15/2016","EXPARELNDA   #022496","SUPPL-18","BUPIVACAINE","PACIRA PHARMS INC","Manufacturing (CMC)","Approval"
"04/15/2016","BUTALBITAL, ACETAMINOPHEN AND CAFFEINEANDA  #200243","SUPPL-10","ACETAMINOPHEN; BUTALBITAL; CAFFEINE","LANNETT CO INC","Labeling","Approval"
"04/15/2016","GILOTRIFNDA   #201292","SUPPL-7","AFATINIB DIMALEATE","BOEHRINGER INGELHEIM","Efficacy","Approval"
